"id","apelido","posicao_id"
"85210","Jonatan Ponciano","5"
"69141","Ricardo Bueno","5"
"73563","Lúcio Maranhão","5"
"78967","Dudu","5"
"50326","Éverton Santos","5"
"72504","Denilson","5"
"41327","Vanderlei Luxemburgo","6"
"79019","Jayme De Almeida","6"
"39850","Vagner Mancini","6"
"86229","Eduardo Hungaro","6"
"37281","Mano Menezes","6"
"88899","Charles Fabian","6"
"37306","Gilson Kleina","6"
"71100","Márcio Araújo","6"
"60752","Cristóvão Borges","6"
"40990","Dorival Júnior","6"
"73948","Ricardo Gareca","6"
"84863","Alberto Valentim","6"
"36934","Muricy Ramalho","6"
"62137","Enderson Moreira","6"
"36940","Oswaldo De Oliveira","6"
"40025","Levir Culpi","6"
"36943","Paulo Autuori","6"
"62136","Marcelo Oliveira","6"
"43618","Luiz Felipe Scolari","6"
"88898","André Jardine","6"
"40006","Abel Braga","6"
"37246","Ney Franco","6"
"89100","Éder Bastos","6"
"88617","Carlos Amadeu","6"
"37592","Toninho Cecílio","6"
"72742","Wagner Lopes","6"
"41946","Caio Júnior","6"
"73481","Gilmar Dal Pozzo","6"
"88538","Wilson Vaterkemper","6"
"87746","Luizinho Vieira","6"
"62139","Ricardo Drubscky","6"
"87211","Eduardo Baptista","6"
"84761","Claudinei Oliveira","6"
"88686","Leandro Ávila","6"
"82657","Miguel Ángel Portuga","6"
"79343","Doriva","6"
"81031","Marquinhos Santos","6"
"36856","Celso Roth","6"
"73315","Jorginho","6"
"88717","Celso Rodrigues","6"
"73317","Argel Fucks","6"
"37245","Guto Ferreira","6"
"60780","Vinícius Eutrópio","6"
"68873","Paulo Victor","1"
"78086","César","1"
"89258","Daniel","1"
"42234","Cássio","1"
"51413","Walter","1"
"79535","Vaná","1"
"77556","Bruno","1"
"90297","Guilherme","1"
"91808","Caique","1"
"80286","Matheus Vidotto","1"
"73336","Rafael Martins","1"
"72603","William Menezes","1"
"86449","Samuel","1"
"38431","Diego Cavalieri","1"
"68884","Klever","1"
"49673","Júlio César","1"
"85004","Marcos Felipe ","1"
"73074","Rafael Copetti ","1"
"69249","Martín Silva","1"
"86776","Jordi","1"
"74067","Charles ","1"
"38140","Fernando Prass","1"
"37984","Aranha","1"
"70951","Fabio","1"
"85083","Vinícius Silvestre","1"
"72290","Jailson","1"
"38055","Rogério Ceni","1"
"51175","Denis","1"
"68932","Renan Ribeiro","1"
"71043","Leo","1"
"91260","Lucas Perri","1"
"62121","Vanderlei","1"
"69040","Vladimir","1"
"78839","Gabriel Gasparotto","1"
"85425","João Paulo","1"
"52950","Victor","1"
"68979","Giovanni","1"
"85418","Uilson","1"
"37656","Fábio","1"
"68928","Rafael","1"
"79048","Elisson","1"
"82769","Alan","1"
"37770","Marcelo Grohe","1"
"87611","Tiago","1"
"71818","Bruno Grassi","1"
"90331","Vitor","1"
"87008","Léo","1"
"82896","Alisson Becker","1"
"36443","Dida","1"
"69041","Muriel","1"
"37899","Renan","1"
"88147","Paulo Henrique","1"
"41218","Magrão","1"
"69051","Danilo Fernandes","1"
"88430","Luiz Carlos ","1"
"71631","Weverton","1"
"69012","Santos","1"
"80192","Hugo Gumiero","1"
"80276","Alexandre Cajuru","1"
"86760","Lucas Macanhan","1"
"68872","Marcelo Lomba","1"
"80394","Matheus Inácio","1"
"88136","Ivan","1"
"69010","João Carlos","1"
"71971","Reynaldo ","1"
"78151","Vagner","1"
"37695","Diego","1"
"81094","Vítor","1"
"82768","Danilo","1"
"52897","Nivaldo","1"
"40130","Silvio","1"
"71601","João Paulo","1"
"91099","Willian ","1"
"37958","Felipe","1"
"79066","Alex ","1"
"88916","Luan Polli ","1"
"88848","Júnior","1"
"72731","Oliveira","1"
"71724","Agenor","1"
"80328","Jhonatan","1"
"80335","Vitor","1"
"90317","Matheus","1"
"91194","Thiago","1"
"91710","Jacsson","1"
"73889","Wallace","1"
"91712","Matheus Alves","1"
"92057","Gabriel Félix","1"
"50284","Wilson","1"
"63082","Rodolfo","1"
"87266","Duda","1"
"92438","Matheus Phillipe","1"
"89975","Rodolfo","1"
"68693","Armero","2"
"62086","Pará","2"
"50453","Anderson Pico","2"
"88065","Jorge","2"
"81219","Thallyson","2"
"38229","Fábio Santos","2"
"42500","Fagner","2"
"63194","Carlinhos","2"
"80374","Norberto ","2"
"60852","Uendel","2"
"38523","Edílson","2"
"73644","Ivan","2"
"63018","Guilherme Andrade","2"
"91388","Rodrigo Ramos","2"
"79401","Paulo Otávio","2"
"71892","Wellington Silva","2"
"72097","Giovanni","2"
"39572","Renato","2"
"85626","Leonardo","2"
"82641","Ronan","2"
"78077","Madson","2"
"84893","Henrique ","2"
"82499","Christiano ","2"
"87750","Lorran","2"
"38446","Nei","2"
"37663","Julio Cesar","2"
"83867","Erick Daltro","2"
"36612","Zé Roberto","2"
"42145","Egídio","2"
"50362","Lucas","2"
"71602","João Paulo","2"
"89273","João Pedro ","2"
"72334","Ayrton","2"
"38451","Carlinhos","2"
"42499","Bruno","2"
"78850","Reinaldo","2"
"88540","Auro","2"
"68711","Chiquinho","2"
"70046","Victor Ferraz","2"
"61106","Cicinho","2"
"89342","Caju","2"
"88225","Daniel Guedes ","2"
"87192","Zeca","2"
"72529","Crystian","2"
"63013","Marcos Rocha","2"
"60969","Patric","2"
"79826","Douglas Santos","2"
"61211","Carlos Cesar","2"
"51779","Pedro Botelho","2"
"77895","Emerson Conceição","2"
"81150","Mayke","2"
"49674","Fabrício","2"
"37790","Ceará","2"
"77967","Mena","2"
"79887","Fabiano","2"
"87213","Pará","2"
"86411","Breno","2"
"50328","Marcelo Oliveira","2"
"69090","Matías Rodríguez","2"
"68821","Rafael Galhardo","2"
"89343","Júnior","2"
"82639","Marcelo Hermes","2"
"90304","Tinga","2"
"90531","Raul","2"
"85882","Diogo","2"
"74074","Claudio Winck","2"
"69177","Léo","2"
"63110","Alan Ruschel","2"
"85591","Artur","2"
"89275","William","2"
"89976","Geferson","2"
"70916","Diogo Goiano","2"
"82764","Rafael Forster","2"
"89606","Felipe Saturnino","2"
"71037","Clayton Sales","2"
"90916","Everton","2"
"87265","Bocão","2"
"78445","Renê","2"
"68904","Vítor","2"
"84861","Alex Silva","2"
"91001","Evandro","2"
"73384","Samuel Xavier","2"
"91387","Sinho","2"
"86264","Natanael","2"
"50645","Eduardo","2"
"73318","Daniel Borges","2"
"86409","Lucas Olaza","2"
"86771","Luiz Paulo ","2"
"87228","Guilherme Arana","2"
"82943","Matheus Ribeiro","2"
"91842","Breno","2"
"82457","Jean Felipe","2"
"38043","Alessandro","2"
"62997","João Paulo","2"
"82525","Rodrigo Biro","2"
"52674","Gilson","2"
"73992","Rodinei","2"
"86615","Malcoon","2"
"84917","Jeferson","2"
"87601","Junio ","2"
"60794","Pablo","2"
"68808","Nino Paraíba","2"
"80323","Marrone","2"
"50346","Guilherme Santos","2"
"73527","Willian Rocha","2"
"42474","Eltinho","2"
"86391","Sander","2"
"62976","Everton Silva","2"
"80975","Romário ","2"
"91888","Kevin ","2"
"51042","Apodi","2"
"69782","Dener Assunção","2"
"83760","Caramelo","2"
"90777","Michel","2"
"90939","Wesley","2"
"90291","Pedro","2"
"69329","Cereceda","2"
"77529","Leandro Silva","2"
"80553","Guilherme Lazaroni","2"
"80552","Marquinhos Pedroso","2"
"73618","Léo Rodrigues","2"
"89977","Bruno Santos","2"
"83811","William Cordeiro","2"
"72023","Sueliton","2"
"61241","Wellington Saci","2"
"73879","Rogério","2"
"70915","Luis Felipe","2"
"69015","Heracles","2"
"87399","Mário Sérgio","2"
"90318","Joãozinho","2"
"71885","Tiago Costa","2"
"87754","Diego","2"
"87486","Matheus","2"
"73890","Mário Sérgio","2"
"86783","Henrique","2"
"82775","Lucas Ramon ","2"
"82636","Jefferson Recife","2"
"87482","Gimenez","2"
"86764","Sidcley","2"
"92094","Diogo Vitor","2"
"82128","Ferrugem","2"
"79646","Bruno Pereirinha","2"
"78497","Arnaldo","2"
"86509","Ebert","2"
"37705","Juan","2"
"92293","Lucas Taylor ","2"
"79553","Mansur","2"
"51869","Edson Ratinho","2"
"71116","Roberto","2"
"92501","Lucas Lovat","2"
"89641","Bruno Ferreira","2"
"42225","Eusébio","2"
"92618","Wesley","2"
"92661","Oliveira","2"
"37662","Jonathan","2"
"42236","Bruno Teles","2"
"80338","Tony ","2"
"92848","Breno Santos","2"
"92189","Samuel ","2"
"88393","Ayrton ","2"
"68958","Wallace","3"
"84318","Samir ","3"
"72491","Bressan","3"
"78895","Marcelo","3"
"74103","Frauches ","3"
"68923","Gil","3"
"50462","Leandro Almeida","3"
"73465","Luccas Claro","3"
"73375","Felipe","3"
"37657","Edu Dracena","3"
"80441","Bonfim ","3"
"63005","Welinton","3"
"77500","Yago","3"
"82749","Eberson","3"
"63418","Leandro Silva","3"
"73991","Walisson","3"
"91509","Rodrigo Sam","3"
"68887","Gum","3"
"80538","Marlon","3"
"38194","Antônio Carlos","3"
"71090","João Filipe","3"
"38365","Henrique","3"
"70111","Guilherme Mattis","3"
"82740","Artur","3"
"84889","Victor Oliveira","3"
"91815","Ygor Nogueira","3"
"37644","Rodrigo","3"
"80692","Luan","3"
"70933","Anderson Salles","3"
"82306","Douglas Silva","3"
"73876","Jomar","3"
"61986","Aislan","3"
"73421","Rafael Vaz","3"
"73910","Tobio","3"
"72605","Vitor Hugo","3"
"63000","Victor Ramos","3"
"89156","Nathan","3"
"70934","Jackson","3"
"68907","Wellington","3"
"78946","Dória","3"
"63008","Rafael Toloi","3"
"71507","Edson Silva","3"
"50408","Breno","3"
"68817","Paulo Miranda","3"
"84554","Lucão","3"
"50317","David Braz","3"
"62974","Werley","3"
"78248","Gustavo Henrique","3"
"73855","Jubal","3"
"88224","Paulo Ricardo","3"
"36591","Leonardo","3"
"84263","Jemerson","3"
"68925","Leonardo Silva","3"
"38061","Edcarlos","3"
"79042","Tiago ","3"
"91156","Jesiel","3"
"87229","Donato","3"
"87393","Gabriel","3"
"50459","Léo","3"
"60819","Dedé","3"
"37604","Paulo André","3"
"69014","Manoel","3"
"51705","Bruno Rodrigo","3"
"78407","Douglas Grolli","3"
"73860","Thiago Carvalho","3"
"87400","Alex","3"
"80853","Pedro Geromel","3"
"81223","Erazo","3"
"42501","Rhodolfo","3"
"71572","Gabriel","3"
"83048","Rafael Thyere","3"
"90332","Gabriel Silva","3"
"36540","Juan","3"
"52253","Réver","3"
"63172","Paulão","3"
"49651","Ernando","3"
"82613","Alan Costa","3"
"63031","Valmir Lucas","3"
"80036","Alex Alves","3"
"85399","Felipe Macedo","3"
"71784","Júnior Lopes","3"
"72490","Fred","3"
"91772","Deivid Duarte","3"
"89816","Baiano","3"
"38100","Durval","3"
"38632","Matheus Ferraz","3"
"73957","Ewerton Páscoa ","3"
"71593","Henrique Mattos","3"
"78422","Oswaldo","3"
"91664","Adryelson","3"
"80281","Cleberson","3"
"37840","Gustavo","3"
"88870","Lula","3"
"50427","Kadu","3"
"83528","Léo Pereira","3"
"79334","Ricardo Silva","3"
"82459","Rafael Zuchi","3"
"91866","José Ivaldo","3"
"51495","Tiago Alves","3"
"68827","Renato Chaves","3"
"69143","Diego Ivo","3"
"69165","Pablo","3"
"86713","Jonathan","3"
"91261","Bernardo","3"
"91273","Rodrigo Lobão","3"
"42489","Cássio","3"
"38745","Jéci","3"
"79702","Antônio Carlos ","3"
"51299","Emerson","3"
"87268","Philipe Maia","3"
"50439","Vilson","3"
"50361","Rafael Lima","3"
"69008","Neto","3"
"50393","Thiego","3"
"51168","André Paulino","3"
"87201","Igor ","3"
"89191","Felipe Zang","3"
"38394","Thiago Heleno","3"
"38515","Marquinhos","3"
"72039","Ferron","3"
"73620","Bruno Alves","3"
"62971","Nirley","3"
"91920","Henrique","3"
"91921","Jatobá","3"
"62004","Bruno Aguiar","3"
"78648","Dráusio","3"
"73528","Guti","3"
"83101","Alef","3"
"79339","Dankler","3"
"78414","Rafael Donato","3"
"82461","Danrlei","3"
"90320","Igor","3"
"90319","André Baumer","3"
"86970","Eduardo","3"
"91946","Eriks","3"
"77773","Vilches","3"
"68945","Saimon","3"
"92087","Lyanco","3"
"63354","Rodrigo Moledo","3"
"37623","Rafael Marques","3"
"82403","César Martins","3"
"92182","Juninho","3"
"71603","Luiz Eduardo","3"
"92291","Bruno Viana","3"
"82341","Luiz Gustavo","3"
"41159","João Carlos","3"
"92500","Rafael Dumas","3"
"38425","Fábio Ferreira","3"
"72133","Ednei","3"
"92662","Denilson","3"
"69070","Wagner","3"
"89226","Iago Maidana","3"
"87225","Pedro Henrique","3"
"93368","Lucas Veríssimo","3"
"93378","Augusto","3"
"50301","Everton","4"
"73918","Canteros","4"
"38311","Márcio Araújo","4"
"85586","Jonas","4"
"73515","Gabriel","4"
"68962","Arthur Maia","4"
"74060","Luiz Antonio ","4"
"37993","Almir","4"
"69268","Víctor Cáceres","4"
"81121","Lucas Mugni","4"
"91263","Jajá","4"
"38315","Jadson","4"
"52190","Ralf","4"
"38398","Renato Augusto","4"
"54395","Elias","4"
"38067","Danilo","4"
"50877","Pedro Ken","4"
"78891","Petros","4"
"37608","Cristian","4"
"70132","Alan Santos","4"
"72943","Luís Cáceres","4"
"51681","Hélder","4"
"70944","Bruno Henrique","4"
"37654","Rosinei","4"
"56102","João Paulo","4"
"71844","Thiago Galhardo","4"
"82503","Rodolfo","4"
"88054","Diogo Sodré","4"
"86588","Ícaro","4"
"91714","Marciel","4"
"91323","Luccas Barreto","4"
"82455","Zé Rafael ","4"
"91715","Matheus Cassini","4"
"90370","Matheus Pereira","4"
"82939","Ruy","4"
"84993","Fabrício Baiano","4"
"62047","Jean","4"
"89256","Gerson","4"
"80370","Edson","4"
"37674","Wagner","4"
"71162","Vinícius","4"
"80944","Marlone","4"
"38440","Pierre","4"
"85121","Robert ","4"
"90366","Luiz Fernando ","4"
"80400","Rafinha","4"
"87999","Gustavo Scarpa","4"
"90311","Bryan Olivera","4"
"50533","Guiñazu","4"
"60853","Julio Dos Santos","4"
"68697","Bernardo","4"
"84679","Emanuel Biancucchi","4"
"50454","Serginho","4"
"38763","Marcinho","4"
"78652","Jhon Cley","4"
"78556","Lucas","4"
"88379","Jean Patrick","4"
"37627","Diguinho","4"
"53896","Sandro Silva","4"
"84557","Montoya ","4"
"72117","Victor Bolt","4"
"79585","Jonatas Paulista","4"
"87483","Matheus Índio","4"
"38435","Valdivia","4"
"38530","Cleiton Xavier","4"
"62104","Robinho","4"
"78605","Gabriel","4"
"84585","Allione","4"
"68685","Alan Patrick","4"
"42232","Amaral","4"
"80576","Renato","4"
"86410","Victor Luis","4"
"37718","Arouca","4"
"83683","Andrei Girotto","4"
"80721","Ryder","4"
"88866","Juninho","4"
"91495","Arancibia","4"
"90300","Julen","4"
"87810","Gabriel Leite","4"
"62977","Ganso","4"
"60803","Souza","4"
"37607","Michel Bastos","4"
"38064","Denilson","4"
"50421","Wesley","4"
"73800","Rodrigo Caio","4"
"86841","Boschilia","4"
"85629","Daniel","4"
"50324","Hudson","4"
"71123","Thiago Mendes","4"
"38908","Renato","4"
"37917","Elano","4"
"68954","Marquinhos Gabriel","4"
"73974","Alison","4"
"90566","Rafael Longuine","4"
"80583","Lucas Lima","4"
"50417","Valencia","4"
"78235","Leandrinho","4"
"88597","Lucas Crispim","4"
"70986","Léo Cittadini","4"
"84896","Lucas Otávio ","4"
"88002","Serginho","4"
"89637","Thiago Maia","4"
"69240","Dátolo","4"
"50294","Guilherme","4"
"51318","Leandro Donizete","4"
"37851","Maicosuel","4"
"84927","Dodô","4"
"36790","Josué","4"
"72871","Cárdenas","4"
"60784","Rafael Carioca","4"
"68938","Giovanni Augusto","4"
"84851","Lucas Cândido","4"
"89306","Paulinho","4"
"78994","Eduardo","4"
"87291","Danilo Pires","4"
"87863","De Arrascaeta","4"
"54424","Willians","4"
"37694","Henrique","4"
"38921","Júlio Baptista","4"
"69099","Seymour","4"
"50382","Charles","4"
"85040","Gabriel Xavier","4"
"63058","Willian Farias","4"
"73721","Marcos Vinícius","4"
"87401","Eurico","4"
"89924","Bruno Edgar","4"
"51548","Giuliano","4"
"38738","Douglas","4"
"71234","Cristian Rodríguez","4"
"38196","Maicon","4"
"70116","Fellipe Bastos","4"
"88479","Walace","4"
"78715","Ramiro","4"
"90303","Lincoln","4"
"82703","Matheus Biteco","4"
"90334","Araújo","4"
"90532","Arthur","4"
"89227","Balbino","4"
"62023","D'Alessandro","4"
"38219","Alex","4"
"69325","Aránguiz","4"
"38852","Anderson","4"
"38573","Nilton","4"
"85423","Valdivia","4"
"62129","Wellington","4"
"88366","Martín Luque","4"
"73750","Nicolás Freitas","4"
"78530","Matheus Bertotto","4"
"78865","Rodrigo Dourado","4"
"81091","Jair","4"
"89930","Andrigo","4"
"90481","Alisson Farias","4"
"91916","Silas","4"
"91917","Silva","4"
"38695","David","4"
"63283","Esquerdinha","4"
"50295","Felipe Menezes","4"
"88917","Murilo Henrique","4"
"70992","Juliano","4"
"37783","Ramon","4"
"38074","Ygor","4"
"86935","Rodrigo","4"
"91228","Arthur","4"
"86943","Liniker","4"
"86934","Túlio","4"
"38278","William Kozlowski","4"
"91711","Péricles","4"
"83433","Patrick","4"
"68911","Diego Souza","4"
"68834","Rithely","4"
"74140","Élber","4"
"84382","Danilo","4"
"38021","Wendel","4"
"81952","Willian","4"
"82647","Régis","4"
"38579","Rodrigo Mancha","4"
"44857","Naldinho","4"
"85149","Ronaldo","4"
"89466","Horácio","4"
"87742","Neto","4"
"82634","Matheus Galdezani","4"
"83266","Marcos Guilherme ","4"
"69018","Deivid","4"
"69705","Nikão","4"
"80129","Jadson","4"
"71113","Felipe ","4"
"50292","Paulinho Dias","4"
"71778","Bady","4"
"86765","Bruno Mota","4"
"74078","Hernani","4"
"84381","Rafinha","4"
"78176","Harrison","4"
"82463","Otávio ","4"
"79432","Giovanni","4"
"82466","Bruno Pelissari","4"
"73769","Guilherme Batata","4"
"84707","Jonatan Lucca","4"
"84794","Matteus ","4"
"84098","Gustavo Marmentini","4"
"91687","João Pedro","4"
"51319","Renato Cajá","4"
"42213","Fernando Bob","4"
"68951","Josimar","4"
"78965","Roni","4"
"38186","Adrianinho","4"
"82381","Juninho","4"
"77551","Thomás","4"
"69016","Paulinho","4"
"82680","Nathan Índio","4"
"86148","Ian","4"
"87214","Citta Júnior","4"
"91901","Kauê","4"
"38150","Marquinhos","4"
"60822","Renan Oliveira","4"
"41387","Eduardo Costa","4"
"63020","Tinga","4"
"49641","Adriano","4"
"63003","Uelliton","4"
"73863","Claudinei","4"
"73445","Denner","4"
"73502","Revson","4"
"62107","Rudnei","4"
"91234","Renan","4"
"60797","Eduardo Neto","4"
"91761","Juninho","4"
"88309","Renato","4"
"82791","Toshi","4"
"68698","Bruno Silva","4"
"62009","Camilo","4"
"38069","Richarlyson","4"
"50313","Elicarlos","4"
"63014","Gil","4"
"85931","Hyoran","4"
"51293","Wanderson","4"
"54250","Maylson","4"
"79892","Nenén","4"
"79193","Abuda","4"
"73513","Maranhão","4"
"78458","João Afonso","4"
"90872","Wagner","4"
"82566","Lucas Machado","4"
"90290","Jajá","4"
"63119","Juninho","4"
"72084","França","4"
"37652","Carlos Alberto","4"
"77911","Jean Deretti","4"
"68830","Ricardinho","4"
"51476","Rafael Bastos","4"
"81950","Jefferson","4"
"81914","Léo Lisboa","4"
"84887","Dener","4"
"83688","Luan","4"
"63096","Maicon Talhetti","4"
"69047","Paulo Roberto","4"
"87747","Yago","4"
"80393","Fabinho","4"
"90703","Matheuzinho","4"
"41859","Marcelinho Paraíba","4"
"37781","Marcelo Costa","4"
"71042","Augusto César","4"
"82337","Geandro","4"
"68910","Anselmo","4"
"78897","Naldo","4"
"90321","Kadu","4"
"84314","Ítalo","4"
"91391","Juninho","4"
"91741","Luiz Meneses","4"
"70162","Jackson Caucaia","4"
"91973","Lucas Marques","4"
"91947","Gelson","4"
"38187","Fellype Gabriel","4"
"37792","Edinho","4"
"82567","Moisés","4"
"72382","Marquinhos","4"
"38482","Marcos Aurélio","4"
"37633","Lúcio Flávio","4"
"38032","Cleber Santana","4"
"84530","Maxi Rodríguez","4"
"73529","Jackson","4"
"61033","Rodriguinho","4"
"88307","Marcos Serrato","4"
"68922","Fabrício","4"
"71581","Léo Costa","4"
"77777","João Schmidt ","4"
"81847","Bruno Dybal","4"
"87929","Matheus Vargas","4"
"92085","Giovanny ","4"
"38768","Andrezinho","4"
"74076","Misael","4"
"80399","Higor Leite","4"
"87227","Zé Paulo","4"
"90420","William Schuster ","4"
"68987","João Vitor","4"
"71719","Elton","4"
"77567","Zé Mário","4"
"92145","Hyago","4"
"60802","Bruno Gallo","4"
"85297","Guisao ","4"
"79400","Néstor Camacho","4"
"36802","Ronaldinho Gaúcho","4"
"70173","Ederson","4"
"37688","Cícero","4"
"85984","Barrientos","4"
"92150","Daniel Hernández","4"
"82750","Celsinho","4"
"80363","Ariel Cabral","4"
"92225","Thiago Lopes","4"
"92434","Daniel","4"
"83817","Clayson","4"
"92497","Douglas","4"
"78855","Thiago Santos","4"
"87552","Vitor Bueno","4"
"72007","Uillian Correia","4"
"70515","Ledesma","4"
"62131","Yuri","4"
"87158","Clebinho","4"
"92190","Gustavo Viera","4"
"92574","Kaio","4"
"92584","Milla","4"
"92604","Jeferson","4"
"92631","Trindade","4"
"37837","Cristian","4"
"54422","Jéferson","4"
"80288","Marcelinho","4"
"74081","Guilherme Costa","4"
"85465","Alex Santana","4"
"92841","Fernando Medeiros","4"
"92981","Ronaldo","4"
"89285","Matheus Sales","4"
"93108","Mateus Vital","4"
"93152","Tontini","4"
"90259","Luiz Fernando","4"
"93282","Fabio","4"
"86763","Jonathan ","4"
"93283","Rafinha","4"
"93377","Jobson","4"
"93376","Wesley Souza","4"
"37673","Alecsandro","5"
"78578","Paulinho","5"
"69022","Marcelo Cirino","5"
"72893","Eduardo Da Silva","5"
"80913","Nixon","5"
"91264","Matheus Sávio","5"
"88072","Douglas Baggio","5"
"72167","Mazinho","5"
"75295","Paolo Guerrero","5"
"82456","Rafhael Lucas","5"
"68744","Emerson","5"
"38279","Wellington Paulista","5"
"38959","Vagner Love","5"
"50880","Keirrison","5"
"62127","Wallyson","5"
"70929","Negueba","5"
"88056","Malcom","5"
"90031","Mendoza","5"
"80287","Luciano","5"
"83255","Giva","5"
"88323","Ángel Romero","5"
"91575","Mateus Oliveira","5"
"90890","Paulo Victor ","5"
"38162","Fred","5"
"84791","Kenedy","5"
"36650","Magno Alves","5"
"84684","Lucas Gomes","5"
"70759","Martinuccio","5"
"80188","Marcos Junior","5"
"80537","Michael","5"
"91128","Bruninho","5"
"86444","Pablo Dyego","5"
"37613","Dagoberto","5"
"85211","Thalles","5"
"79584","Yago","5"
"61188","Gilberto","5"
"86725","Rafael Silva","5"
"86189","Mosquito","5"
"88233","Marquinhos","5"
"82510","Romarinho","5"
"68920","Dudu","5"
"38957","Rafael Marques","5"
"87420","Cristaldo","5"
"78968","Leandro Pereira","5"
"89154","Gabriel Jesus","5"
"73085","Leandro","5"
"62069","Maikon Leite","5"
"70106","Mouche","5"
"71549","Kelvin","5"
"37919","Luis Fabiano","5"
"88269","Centurión","5"
"50347","Alan Kardec","5"
"49675","Alexandre Pato","5"
"78580","Jonathan Cafu","5"
"86842","Ewandro","5"
"38246","Robinho","5"
"38910","Ricardo Oliveira","5"
"73896","Geuvânio","5"
"83257","Gabriel","5"
"86837","Diego Cardoso","5"
"73649","Lucas Pratto","5"
"63219","Luan","5"
"68929","Thiago Ribeiro","5"
"85027","Carlos","5"
"38138","Jô","5"
"68690","André","5"
"68807","Neto Berola","5"
"68953","Leandro Damião","5"
"42116","Willian","5"
"60788","Marquinhos","5"
"81905","Henrique Dourado","5"
"81845","Alisson","5"
"82787","Joel","5"
"83189","Riascos","5"
"89190","Judivan ","5"
"83772","Neilton","5"
"86759","Luan","5"
"83028","Braian Rodríguez","5"
"78012","Yuri Mamute","5"
"86757","Everton","5"
"89467","Erick Samuel","5"
"90302","Pedro Rocha","5"
"78435","Vitinho","5"
"37653","Nilmar","5"
"71495","Lisandro López","5"
"70360","Eduardo Sasha","5"
"38108","Jorge Henrique","5"
"37655","Rafael Moura","5"
"80280","Taiberson","5"
"89815","Gustavo Ferrareis","5"
"88780","Leandro","5"
"86512","Bruno Gomes","5"
"84848","Erik","5"
"71381","Ruan","5"
"90285","Bruno Henrique","5"
"82632","Lucas Coelho","5"
"78236","Danilo","5"
"71121","Wesley","5"
"84997","Paulo","5"
"90917","Carlos","5"
"91267","Jarlan","5"
"73641","Robert","5"
"72386","Hernane","5"
"73806","Samuel ","5"
"87741","Joelinton","5"
"72389","Mike","5"
"83511","Érico Júnior","5"
"91002","Ítalo","5"
"91004","Kelvenny","5"
"91003","Alisson","5"
"89694","James Dean","5"
"62128","Walter","5"
"82469","Douglas Coutinho ","5"
"38525","Cléo","5"
"77579","Dellatorre","5"
"74271","Edigar Junio","5"
"88850","Marco Damasceno ","5"
"79710","Caíque","5"
"91186","Romeo Fernandes","5"
"90406","Crysan","5"
"74086","Pedro Paulo ","5"
"81369","Júnior De Barros","5"
"37941","Borges","5"
"73635","Rildo","5"
"80949","Biro Biro","5"
"60825","Felipe Azevedo","5"
"91702","Leandro","5"
"83395","Wanderson","5"
"72204","Diego Oliveira","5"
"80381","Cesinha","5"
"86618","Vitor Xavier","5"
"68893","André Lima","5"
"83335","Anderson Lopes","5"
"38178","Roberto","5"
"71995","Hugo","5"
"78977","Bruno Mendes","5"
"82616","Conrado","5"
"89695","Iury","5"
"89696","Rômulo","5"
"38287","Roger","5"
"55519","Edmílson","5"
"61135","Ananias","5"
"72099","Wiliam Barbio","5"
"51683","Bruno Rangel","5"
"89445","Yuri","5"
"68974","Marcão","5"
"81770","Clayton","5"
"69048","Mazola","5"
"78967","Dudu","5"
"87732","Carlos Henrique","5"
"78117","Everaldo","5"
"87586","Thiago Santana","5"
"77809","William Pottker","5"
"91654","Daniel","5"
"85210","Jonatan Ponciano","5"
"63133","Elias","5"
"62056","Kempes","5"
"62119","Tiago Luis","5"
"60859","Jael","5"
"70928","William Henrique","5"
"69019","Fabinho ","5"
"70121","Rafael Costa","5"
"82737","Welinton Junior","5"
"79228","Bruno Furlan","5"
"81612","Fernando Viana","5"
"86890","William Popp","5"
"62120","Trípodi","5"
"89904","Rafael Furlan","5"
"91468","Mateus Silva","5"
"82653","Vitinho","5"
"84703","Niltinho","5"
"82640","Paulinho","5"
"82397","Núbio Flávio ","5"
"91972","João Paulo","5"
"53148","Ytalo","5"
"87197","Matheus ","5"
"87391","Allano","5"
