"atleta_id","clube_id","idTemporada"
"37958","262",1
"68873","262",1
"78086","262",1
"85798","262",1
"89258","262",1
"60795","263",1
"38109","263",1
"78604","263",1
"89492","263",1
"79973","263",1
"51413","264",1
"42234","264",1
"69051","264",1
"80286","264",1
"38133","264",1
"88867","265",1
"73517","265",1
"79265","265",1
"71102","265",1
"68872","265",1
"68884","266",1
"42330","266",1
"49673","266",1
"85004","266",1
"38431","266",1
"62003","275",1
"72290","275",1
"68914","275",1
"85083","275",1
"38140","275",1
"70951","275",1
"68932","276",1
"51175","276",1
"38055","276",1
"69040","277",1
"78839","277",1
"85425","277",1
"37984","277",1
"68979","282",1
"52950","282",1
"85418","282",1
"69183","282",1
"89975","282",1
"37656","283",1
"68928","283",1
"79048","283",1
"82769","283",1
"87611","284",1
"37770","284",1
"72488","284",1
"87008","284",1
"69180","284",1
"82896","285",1
"71724","285",1
"36443","285",1
"69041","285",1
"85066","287",1
"71571","287",1
"50284","287",1
"74061","287",1
"70216","287",1
"63034","287",1
"37767","288",1
"38038","288",1
"77556","288",1
"86928","288",1
"86929","288",1
"82928","288",1
"89897","288",1
"37899","290",1
"50461","290",1
"88147","290",1
"37749","290",1
"41218","292",1
"86517","292",1
"74096","292",1
"69012","293",1
"71631","293",1
"63082","293",1
"62101","293",1
"86760","293",1
"80192","293",1
"62121","294",1
"79535","294",1
"86449","294",1
"73336","294",1
"82453","294",1
"72603","294",1
"82768","315",1
"40130","315",1
"87199","315",1
"52897","315",1
"37659","315",1
"88916","316",1
"68805","316",1
"77912","316",1
"88156","316",1
"72018","316",1
"82419","316",1
"79066","316",1
"88848","316",1
"71602","262",1
"50453","262",1
"88065","262",1
"69177","262",1
"37701","262",1
"38184","262",1
"78647","262",1
"86314","263",1
"86315","263",1
"73869","263",1
"78436","263",1
"68995","263",1
"71947","263",1
"37621","263",1
"50362","263",1
"38523","263",1
"37663","263",1
"42500","264",1
"60852","264",1
"38229","264",1
"63018","264",1
"87228","264",1
"80163","265",1
"69209","265",1
"50346","265",1
"51781","265",1
"87213","265",1
"73359","265",1
"68821","265",1
"78077","265",1
"84379","265",1
"42499","266",1
"85424","266",1
"86444","266",1
"39572","266",1
"38451","266",1
"89257","266",1
"80667","266",1
"82641","266",1
"86410","275",1
"89273","275",1
"63119","275",1
"88874","275",1
"38432","275",1
"72375","275",1
"89157","275",1
"89681","275",1
"77827","275",1
"62130","275",1
"70133","275",1
"78850","276",1
"69308","276",1
"37607","276",1
"55348","276",1
"88540","276",1
"69153","276",1
"68728","276",1
"80660","276",1
"70046","277",1
"77967","277",1
"89342","277",1
"61106","277",1
"88225","277",1
"73617","277",1
"87192","277",1
"73962","277",1
"84861","282",1
"79826","282",1
"70317","282",1
"77895","282",1
"51779","282",1
"63013","282",1
"80664","282",1
"37790","283",1
"81150","283",1
"42145","283",1
"86411","283",1
"73708","283",1
"69090","284",1
"86748","284",1
"62086","284",1
"70010","284",1
"89343","284",1
"80570","284",1
"82628","284",1
"74074","285",1
"85882","285",1
"80313","285",1
"71892","285",1
"63110","285",1
"49674","285",1
"37705","287",1
"38069","287",1
"86860","287",1
"79553","287",1
"77599","287",1
"72334","287",1
"84890","287",1
"68808","287",1
"71575","287",1
"72079","288",1
"72097","288",1
"50645","288",1
"80431","288",1
"70915","288",1
"84545","288",1
"73879","288",1
"80318","288",1
"89896","288",1
"63283","290",1
"89606","290",1
"72495","290",1
"73417","290",1
"71146","290",1
"73890","290",1
"71037","290",1
"84382","292",1
"68904","292",1
"60969","292",1
"82635","292",1
"78445","292",1
"62070","292",1
"87399","293",1
"73527","293",1
"72023","293",1
"82457","293",1
"86409","293",1
"86264","293",1
"86764","293",1
"86763","293",1
"61211","293",1
"69782","294",1
"83258","294",1
"79401","294",1
"63194","294",1
"73644","294",1
"69155","294",1
"86820","294",1
"60858","294",1
"73857","294",1
"78423","294",1
"86969","294",1
"70916","294",1
"84860","294",1
"79594","315",1
"82525","315",1
"79030","315",1
"79887","315",1
"80164","315",1
"62976","315",1
"68702","315",1
"80553","316",1
"83811","316",1
"77529","316",1
"69329","316",1
"80552","316",1
"37610","316",1
"72281","316",1
"38026","316",1
"89977","316",1
"84318","262",1
"78895","262",1
"81223","262",1
"78646","262",1
"37684","262",1
"68958","262",1
"74103","262",1
"71122","263",1
"38370","263",1
"79339","263",1
"89493","263",1
"78946","263",1
"87185","263",1
"37789","263",1
"87225","264",1
"68923","264",1
"73375","264",1
"52618","264",1
"86143","264",1
"72376","264",1
"68723","265",1
"80189","265",1
"87230","265",1
"50353","265",1
"39137","265",1
"82547","265",1
"71618","265",1
"68887","266",1
"68753","266",1
"70111","266",1
"38365","266",1
"74059","266",1
"79045","266",1
"68888","266",1
"69088","275",1
"73910","275",1
"89156","275",1
"88368","275",1
"83615","275",1
"41519","275",1
"68907","275",1
"51495","275",1
"63008","276",1
"68817","276",1
"73800","276",1
"38194","276",1
"84554","276",1
"71507","276",1
"69008","277",1
"78248","277",1
"73855","277",1
"37657","277",1
"70045","277",1
"70221","277",1
"88132","277",1
"50317","277",1
"88224","277",1
"84263","282",1
"51299","282",1
"79042","282",1
"87393","282",1
"52253","282",1
"68925","282",1
"38061","282",1
"69219","282",1
"87229","282",1
"51705","283",1
"50459","283",1
"69014","283",1
"60819","283",1
"87400","283",1
"50439","283",1
"84262","283",1
"72491","284",1
"68945","284",1
"71572","284",1
"86744","284",1
"62974","284",1
"42501","284",1
"80853","284",1
"83048","284",1
"36728","285",1
"63172","285",1
"49651","285",1
"36540","285",1
"82613","285",1
"82626","285",1
"51415","287",1
"74014","287",1
"80573","287",1
"50427","287",1
"69006","287",1
"85067","287",1
"72133","287",1
"81543","287",1
"73423","287",1
"86861","287",1
"86502","287",1
"38425","288",1
"68950","288",1
"51194","288",1
"78414","288",1
"68738","288",1
"83108","288",1
"80779","288",1
"68908","288",1
"89226","288",1
"38990","288",1
"68746","288",1
"85399","290",1
"70934","290",1
"71038","290",1
"80036","290",1
"73760","290",1
"63031","290",1
"38100","292",1
"71593","292",1
"89494","292",1
"72039","292",1
"78422","292",1
"88670","292",1
"80281","293",1
"78990","293",1
"37840","293",1
"79334","293",1
"83528","293",1
"78648","293",1
"82459","293",1
"82458","293",1
"68827","293",1
"86761","293",1
"86762","293",1
"63005","294",1
"50446","294",1
"80441","294",1
"50462","294",1
"86587","294",1
"73465","294",1
"50361","315",1
"78407","315",1
"42247","315",1
"80324","315",1
"68946","315",1
"79287","315",1
"87200","315",1
"87201","315",1
"54189","315",1
"83522","315",1
"51168","315",1
"69049","315",1
"80319","316",1
"38394","316",1
"73620","316",1
"83920","316",1
"38515","316",1
"62971","316",1
"69268","262",1
"38311","262",1
"81121","262",1
"73918","262",1
"50301","262",1
"84320","262",1
"72071","262",1
"79023","262",1
"74060","262",1
"73515","262",1
"72768","262",1
"37917","262",1
"50369","262",1
"82503","262",1
"37652","263",1
"69232","263",1
"81007","263",1
"82472","263",1
"85629","263",1
"86836","263",1
"71560","263",1
"37645","263",1
"78605","263",1
"73454","263",1
"73851","263",1
"37678","263",1
"89253","263",1
"88849","263",1
"61985","263",1
"82474","263",1
"37795","263",1
"89885","263",1
"38398","264",1
"52190","264",1
"38315","264",1
"78891","264",1
"54395","264",1
"82128","264",1
"69304","264",1
"38067","264",1
"70944","264",1
"71636","264",1
"78478","264",1
"87226","264",1
"80330","264",1
"41364","265",1
"63003","265",1
"38507","265",1
"53472","265",1
"84313","265",1
"88933","265",1
"88000","265",1
"84679","265",1
"50961","265",1
"89371","265",1
"69186","265",1
"84314","265",1
"80456","265",1
"84099","265",1
"79044","265",1
"84312","265",1
"73530","265",1
"37627","266",1
"68711","266",1
"80538","266",1
"37674","266",1
"50348","266",1
"87999","266",1
"80400","266",1
"37688","266",1
"80370","266",1
"78464","266",1
"85121","266",1
"62047","266",1
"68824","266",1
"89256","266",1
"50417","266",1
"73353","266",1
"77994","275",1
"77673","275",1
"68697","275",1
"88866","275",1
"78546","275",1
"50421","275",1
"73531","275",1
"69292","275",1
"38435","275",1
"50328","275",1
"89677","275",1
"84585","275",1
"50295","275",1
"52558","275",1
"89285","275",1
"80576","275",1
"72167","275",1
"68951","275",1
"68954","275",1
"72159","275",1
"38919","276",1
"38196","276",1
"38064","276",1
"62977","276",1
"86841","276",1
"60803","276",1
"84674","276",1
"77777","276",1
"50324","276",1
"68922","276",1
"73673","276",1
"80583","277",1
"88002","277",1
"70132","277",1
"78235","277",1
"89637","277",1
"38908","277",1
"68909","277",1
"37718","277",1
"71055","277",1
"73974","277",1
"70986","277",1
"38243","277",1
"84896","277",1
"71668","277",1
"78840","277",1
"89306","282",1
"84927","282",1
"51318","282",1
"73863","282",1
"78994","282",1
"60784","282",1
"69240","282",1
"70581","282",1
"84851","282",1
"38440","282",1
"37851","282",1
"36790","282",1
"36802","282",1
"85403","282",1
"37694","283",1
"79701","283",1
"38921","283",1
"81845","283",1
"51772","283",1
"87401","283",1
"38573","283",1
"68833","283",1
"80944","283",1
"37794","283",1
"63058","283",1
"50382","283",1
"89924","283",1
"67953","284",1
"82703","284",1
"86436","284",1
"78715","284",1
"70116","284",1
"88479","284",1
"86754","284",1
"36612","284",1
"51548","284",1
"61033","284",1
"37792","284",1
"83963","284",1
"89227","284",1
"89467","284",1
"84530","284",1
"77911","284",1
"79064","284",1
"82639","284",1
"77670","285",1
"88366","285",1
"81091","285",1
"38074","285",1
"78530","285",1
"62129","285",1
"85423","285",1
"54424","285",1
"62023","285",1
"38219","285",1
"68685","285",1
"89275","285",1
"69325","285",1
"87273","285",1
"78458","285",1
"80585","285",1
"89815","285",1
"39230","287",1
"37818","287",1
"89676","287",1
"38763","287",1
"79733","287",1
"72745","287",1
"73771","287",1
"72943","287",1
"71117","287",1
"86859","287",1
"88478","287",1
"85400","287",1
"73634","287",1
"70225","287",1
"49641","287",1
"86792","287",1
"74017","287",1
"71032","287",1
"82821","287",1
"71581","287",1
"37826","288",1
"50425","288",1
"50454","288",1
"38032","288",1
"68830","288",1
"38357","288",1
"50908","288",1
"73383","288",1
"78936","288",1
"80399","288",1
"86931","288",1
"89224","288",1
"54250","288",1
"68987","288",1
"89883","288",1
"68689","288",1
"86144","288",1
"50329","288",1
"68846","288",1
"81148","288",1
"68892","288",1
"83506","288",1
"80320","288",1
"89914","288",1
"71123","290",1
"84997","290",1
"37783","290",1
"86943","290",1
"42232","290",1
"72168","290",1
"88917","290",1
"86935","290",1
"70992","290",1
"38695","290",1
"70058","290",1
"86934","290",1
"70914","290",1
"71039","290",1
"84857","290",1
"86936","290",1
"86942","290",1
"73957","292",1
"38021","292",1
"68834","292",1
"68911","292",1
"87743","292",1
"82647","292",1
"38369","292",1
"51985","292",1
"81952","292",1
"87742","292",1
"44857","292",1
"84188","292",1
"77567","292",1
"71042","292",1
"85149","292",1
"89466","292",1
"38579","292",1
"42540","292",1
"88671","292",1
"73051","292",1
"60822","292",1
"38986","292",1
"86519","292",1
"79713","293",1
"83266","293",1
"56102","293",1
"74078","293",1
"50292","293",1
"82463","293",1
"69018","293",1
"87009","293",1
"87227","293",1
"71778","293",1
"82466","293",1
"82468","293",1
"70311","293",1
"84707","293",1
"86765","293",1
"74077","293",1
"78176","293",1
"60791","293",1
"82381","293",1
"73684","293",1
"79335","293",1
"84794","293",1
"37654","294",1
"73511","294",1
"78965","294",1
"73445","294",1
"84104","294",1
"80374","294",1
"63014","294",1
"86588","294",1
"74076","294",1
"73338","294",1
"38638","294",1
"36522","294",1
"42490","294",1
"51681","294",1
"74140","294",1
"82455","294",1
"82630","294",1
"88054","294",1
"62104","294",1
"71093","294",1
"88146","294",1
"78500","294",1
"70054","294",1
"63208","315",1
"80171","315",1
"60948","315",1
"68698","315",1
"62009","315",1
"37983","315",1
"85931","315",1
"51293","315",1
"87202","315",1
"80795","315",1
"73633","315",1
"79892","315",1
"79193","315",1
"70925","315",1
"68938","316",1
"81914","316",1
"81950","316",1
"87747","316",1
"71113","316",1
"50321","316",1
"84887","316",1
"83688","316",1
"37816","316",1
"38630","316",1
"82884","316",1
"88166","316",1
"78716","316",1
"69047","316",1
"72084","316",1
"71742","316",1
"68994","316",1
"36775","316",1
"38588","262",1
"83134","262",1
"70929","262",1
"80913","262",1
"80337","262",1
"78578","262",1
"72893","262",1
"37673","262",1
"72386","262",1
"61115","263",1
"78012","263",1
"79038","263",1
"62127","263",1
"73540","263",1
"74065","263",1
"79022","263",1
"88987","263",1
"88651","263",1
"81236","263",1
"68744","263",1
"79578","263",1
"89921","263",1
"89479","264",1
"75295","264",1
"88323","264",1
"80287","264",1
"88056","264",1
"83471","264",1
"77738","264",1
"73027","265",1
"50532","265",1
"68773","265",1
"86927","265",1
"82502","265",1
"38482","265",1
"68930","265",1
"72099","265",1
"88075","265",1
"80076","265",1
"83872","265",1
"70874","265",1
"73516","265",1
"71995","265",1
"38374","265",1
"89932","265",1
"84791","266",1
"62128","266",1
"80949","266",1
"38162","266",1
"70924","266",1
"37798","266",1
"68894","266",1
"87420","275",1
"73085","275",1
"81905","275",1
"86222","275",1
"50666","275",1
"83130","275",1
"70106","275",1
"89154","275",1
"88367","275",1
"73213","275",1
"42222","276",1
"37919","276",1
"50347","276",1
"86842","276",1
"74085","276",1
"49675","276",1
"78241","276",1
"73896","277",1
"68953","277",1
"68929","277",1
"83255","277",1
"87191","277",1
"86837","277",1
"87101","277",1
"73025","277",1
"38246","277",1
"73635","277",1
"83257","277",1
"84918","277",1
"80536","277",1
"79947","282",1
"63219","282",1
"68690","282",1
"38231","282",1
"50294","282",1
"38138","282",1
"80381","282",1
"85027","282",1
"88064","282",1
"68807","282",1
"37941","283",1
"42116","283",1
"60788","283",1
"50358","283",1
"37613","283",1
"83772","283",1
"89190","283",1
"89444","283",1
"70218","283",1
"60834","283",1
"68920","284",1
"82632","284",1
"86759","284",1
"78379","284",1
"68758","284",1
"86757","284",1
"89341","284",1
"89468","284",1
"88480","284",1
"40179","284",1
"37655","285",1
"70360","285",1
"88780","285",1
"38108","285",1
"38279","285",1
"85930","285",1
"80403","285",1
"37653","285",1
"86512","285",1
"80568","287",1
"85607","287",1
"80777","287",1
"50418","287",1
"80188","287",1
"70928","287",1
"78694","287",1
"80774","287",1
"38602","287",1
"68917","287",1
"68883","287",1
"68968","287",1
"72046","287",1
"71799","288",1
"86932","288",1
"80537","288",1
"61149","288",1
"37762","288",1
"88782","288",1
"38613","288",1
"83614","288",1
"82625","288",1
"89884","288",1
"38362","288",1
"87935","288",1
"80769","288",1
"79345","288",1
"89898","288",1
"50909","290",1
"71041","290",1
"74087","290",1
"82737","290",1
"84848","290",1
"73806","290",1
"78236","290",1
"36792","290",1
"72389","292",1
"60825","292",1
"61135","292",1
"42118","292",1
"87741","292",1
"83511","292",1
"37848","292",1
"69703","292",1
"81151","292",1
"82408","292",1
"89694","292",1
"86189","293",1
"77579","293",1
"38525","293",1
"82469","293",1
"78558","293",1
"88850","293",1
"69022","293",1
"78977","293",1
"84098","293",1
"86767","293",1
"84190","293",1
"73446","293",1
"73009","293",1
"79228","293",1
"41357","293",1
"80280","293",1
"74086","293",1
"82787","294",1
"88915","294",1
"38960","294",1
"50880","294",1
"70759","294",1
"83439","294",1
"40904","294",1
"70055","294",1
"80572","294",1
"86491","294",1
"50413","294",1
"68893","294",1
"51683","315",1
"51193","315",1
"87585","315",1
"62119","315",1
"88069","315",1
"86334","315",1
"68696","315",1
"89445","315",1
"41126","315",1
"78968","315",1
"63326","315",1
"78756","315",1
"80321","315",1
"68974","316",1
"69138","316",1
"50366","316",1
"69048","316",1
"77809","316",1
"78117","316",1
"86419","316",1
"62012","316",1
"73055","316",1
"81770","316",1
"85210","316",1
"69141","316",1
"73563","316",1
"78967","316",1
"50326","316",1
"72504","316",1
"41327","262",1
"79019","262",1
"39850","263",1
"86229","263",1
"37281","264",1
"88899","265",1
"37306","265",1
"71100","265",1
"60752","266",1
"40990","275",1
"73948","275",1
"84863","275",1
"36934","276",1
"62137","277",1
"36940","277",1
"40025","282",1
"36943","282",1
"62136","283",1
"43618","284",1
"88898","284",1
"40006","285",1
"37246","287",1
"89100","287",1
"88617","287",1
"37592","288",1
"72742","288",1
"41946","288",1
"73481","288",1
"88538","288",1
"87746","288",1
"62139","290",1
"87211","292",1
"84761","293",1
"88686","293",1
"82657","293",1
"79343","293",1
"81031","294",1
"36856","294",1
"73315","315",1
"88717","315",1
"73317","316",1
"37245","316",1
"60780","316",1
"68873","262.0",2
"78086","262.0",2
"89258","262.0",2
"42234","264.0",2
"51413","264.0",2
"79535","264.0",2
"77556","264.0",2
"90297","264.0",2
"91808","264.0",2
"80286","264.0",2
"73336","264.0",2
"72603","264.0",2
"86449","264.0",2
"38431","266.0",2
"68884","266.0",2
"49673","266.0",2
"85004","266.0",2
"73074","267.0",2
"69249","267.0",2
"86776","267.0",2
"74067","267.0",2
"38140","275.0",2
"37984","275.0",2
"70951","275.0",2
"85083","275.0",2
"72290","275.0",2
"38055","276.0",2
"51175","276.0",2
"68932","276.0",2
"71043","276.0",2
"91260","276.0",2
"62121","277.0",2
"69040","277.0",2
"78839","277.0",2
"85425","277.0",2
"52950","282.0",2
"68979","282.0",2
"85418","282.0",2
"37656","283.0",2
"68928","283.0",2
"79048","283.0",2
"82769","283.0",2
"37770","284.0",2
"87611","284.0",2
"71818","284.0",2
"90331","284.0",2
"87008","284.0",2
"82896","285.0",2
"36443","285.0",2
"69041","285.0",2
"37899","290.0",2
"88147","290.0",2
"41218","292.0",2
"69051","292.0",2
"88430","292.0",2
"71631","293.0",2
"69012","293.0",2
"80192","293.0",2
"80276","293.0",2
"86760","293.0",2
"68872","303.0",2
"80394","303.0",2
"88136","303.0",2
"69010","303.0",2
"71971","303.0",2
"78151","314.0",2
"37695","314.0",2
"81094","314.0",2
"82768","315.0",2
"52897","315.0",2
"40130","315.0",2
"71601","315.0",2
"91099","315.0",2
"37958","316.0",2
"79066","316.0",2
"88916","316.0",2
"88848","316.0",2
"72731","317.0",2
"71724","317.0",2
"80328","317.0",2
"80335","317.0",2
"90317","317.0",2
"91194","",2
"91710","",2
"73889","",2
"91712","",2
"92057","",2
"50284","",2
"63082","",2
"87266","",2
"92438","",2
"89975","",2
"68693","262.0",2
"62086","262.0",2
"50453","262.0",2
"88065","262.0",2
"81219","262.0",2
"38229","264.0",2
"42500","264.0",2
"63194","264.0",2
"80374","264.0",2
"60852","264.0",2
"38523","264.0",2
"73644","264.0",2
"63018","264.0",2
"91388","264.0",2
"79401","264.0",2
"71892","266.0",2
"72097","266.0",2
"39572","266.0",2
"85626","266.0",2
"82641","266.0",2
"78077","267.0",2
"84893","267.0",2
"82499","267.0",2
"87750","267.0",2
"38446","267.0",2
"37663","267.0",2
"83867","267.0",2
"36612","275.0",2
"42145","275.0",2
"50362","275.0",2
"71602","275.0",2
"89273","275.0",2
"72334","275.0",2
"38451","276.0",2
"42499","276.0",2
"78850","276.0",2
"88540","276.0",2
"68711","277.0",2
"70046","277.0",2
"61106","277.0",2
"89342","277.0",2
"88225","277.0",2
"87192","277.0",2
"72529","277.0",2
"63013","282.0",2
"60969","282.0",2
"79826","282.0",2
"61211","282.0",2
"51779","282.0",2
"77895","282.0",2
"81150","283.0",2
"49674","283.0",2
"37790","283.0",2
"77967","283.0",2
"79887","283.0",2
"87213","283.0",2
"86411","283.0",2
"50328","284.0",2
"69090","284.0",2
"68821","284.0",2
"89343","284.0",2
"82639","284.0",2
"90304","284.0",2
"90531","284.0",2
"85882","285.0",2
"74074","285.0",2
"69177","285.0",2
"63110","285.0",2
"85591","285.0",2
"89275","285.0",2
"89976","285.0",2
"70916","290.0",2
"82764","290.0",2
"89606","290.0",2
"71037","290.0",2
"90916","290.0",2
"87265","290.0",2
"78445","292.0",2
"68904","292.0",2
"84861","292.0",2
"91001","292.0",2
"73384","292.0",2
"91387","292.0",2
"86264","293.0",2
"50645","293.0",2
"73318","293.0",2
"86409","293.0",2
"86771","293.0",2
"87228","293.0",2
"82943","293.0",2
"91842","293.0",2
"82457","293.0",2
"38043","293.0",2
"62997","303.0",2
"82525","303.0",2
"52674","303.0",2
"73992","303.0",2
"86615","303.0",2
"84917","303.0",2
"87601","303.0",2
"60794","314.0",2
"68808","314.0",2
"80323","314.0",2
"50346","314.0",2
"73527","314.0",2
"42474","314.0",2
"86391","314.0",2
